"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"623","0.19","0.19","0.19","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"624","","","","","","","","","","0.11","0.11","0.11","","","","","","","","","","","",""
"630","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13","","",""
"631","","","","","","","0.14","0.14","0.14","","","","","","","","","","","","","","",""
"632","","","","","","","","","","","","","0.18","0.18","0.18","","","","","","","","",""
"633","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"634","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"640","0.17","0.17","0.17","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"641","","","","","","","","","","0.1","0.1","0.1","0.19","0.19","0.19","","","","","","","","",""
"642","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"646","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"647","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12","0.11","0.11","0.11"
"650","","","","","","","","","","0.12","0.12","0.12","","","","","","","","","","","",""
"651","","","","","","","0.13","0.13","0.13","","","","","","","","","","","","","","",""
"653","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"657","0.2","0.2","0.2","","","","","","","","","","","","","","","","","","","","",""
"658","","","","","","","","","","","","","0.2","0.2","0.2","","","","","","","","",""
"660","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","0.1","0.1","0.1"
"664","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13","","",""
"665","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"667","","","","","","","","","","0.13","0.13","0.13","0.2","0.2","0.2","","","","","","","0.11","0.11","0.11"
"669","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"671","","","","","","","0.12","0.12","0.12","","","","","","","","","","","","","","",""
"673","","","","","","","","","","","","","","","","0.23","0.23","0.23","0.13","0.13","0.13","","",""
"674","0.21","0.21","0.21","","","","","","","","","","","","","","","","","","","","",""
"680","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","0.12","0.12","0.12"
"684","","","","","","","","","","0.12","0.12","0.12","0.2","0.2","0.2","","","","","","","","",""
"688","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"690","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14","","",""
"691","0.22","0.22","0.22","","","","0.12","0.12","0.12","","","","","","","","","","","","","","",""
"692","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"693","","","","","","","","","","0.13","0.13","0.13","0.19","0.19","0.19","0.23","0.23","0.23","","","","0.12","0.12","0.12"
"700","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","0.1","0.1","0.1"
"707","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13","","",""
"710","","","","","","","","","","0.13","0.13","0.13","0.19","0.19","0.19","","","","","","","","",""
"711","0.25","0.25","0.25","0.17","0.17","0.17","0.15","0.15","0.15","","","","","","","","","","","","","","",""
"713","","","","","","","","","","","","","","","","0.18","0.18","0.18","","","","0.09","0.09","0.09"
"715","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"716","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13","","",""
"726","","","","","","","","","","","","","","","","0.17","0.17","0.17","","","","0.09","0.09","0.09"
"727","","","","","","","","","","0.13","0.13","0.13","0.19","0.19","0.19","","","","","","","","",""
"728","0.23","0.23","0.23","","","","","","","","","","","","","","","","","","","","",""
"731","","","","","","","0.16","0.16","0.16","","","","","","","","","","","","","","",""
"733","","","","","","","","","","","","","","","","0.16","0.16","0.16","0.14","0.14","0.14","","",""
"734","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"736","","","","","","","","","","","","","0.18","0.18","0.18","","","","","","","","",""
"738","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"739","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"742","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13","","",""
"744","","","","","","","","","","0.13","0.13","0.13","","","","","","","","","","","",""
"745","0.24","0.24","0.24","","","","","","","","","","","","","","","","","","","","",""
"746","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","0.08","0.08","0.08"
"751","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"753","","","","","","","","","","0.12","0.12","0.12","0.17","0.17","0.17","","","","","","","","",""
"757","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"759","","","","","","","","","","","","","","","","0.16","0.16","0.16","0.14","0.14","0.14","0.09","0.09","0.09"
"761","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"762","0.28","0.28","0.28","","","","","","","","","","","","","","","","","","","","",""
"766","","","","","","","","","","","","","","","","0.17","0.17","0.17","","","","","",""
"768","","","","","","","","","","","","","","","","","","","0.16","0.16","0.16","","",""
"770","","","","","","","","","","0.13","0.13","0.13","0.17","0.17","0.17","","","","","","","","",""
"771","","","","","","","0.16","0.16","0.16","","","","","","","","","","","","","","",""
"772","","","","","","","","","","","","","","","","","","","","","","0.08","0.08","0.08"
"773","","","","","","","","","","","","","","","","0.17","0.17","0.17","","","","","",""
"779","0.27","0.27","0.27","","","","","","","0.12","0.12","0.12","0.19","0.19","0.19","","","","","","","0.08","0.08","0.08"
"780","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"784","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"785","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","","",""
"786","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","","",""
"791","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"792","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"794","","","","","","","","","","","","","","","","","","","0.19","0.19","0.19","","",""
"796","0.28","0.28","0.28","","","","","","","0.13","0.13","0.13","0.19","0.19","0.19","","","","","","","","",""
"799","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","","",""
"803","","","","0.15","0.15","0.15","","","","","","","","","","","","","0.2","0.2","0.2","","",""
"805","","","","","","","","","","","","","0.21","0.21","0.21","","","","","","","0.07","0.07","0.07"
"806","","","","","","","","","","","","","","","","0.15","0.15","0.15","","","","","",""
"807","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"811","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"813","0.23","0.23","0.23","","","","","","","0.12","0.12","0.12","","","","","","","","","","","",""
"818","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"819","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","","",""
"820","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","","",""
"822","","","","","","","","","","0.13","0.13","0.13","0.22","0.22","0.22","","","","","","","","",""
"826","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"829","","","","","","","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"830","0.27","0.27","0.27","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"831","","","","","","","","","","","","","0.23","0.23","0.23","","","","","","","0.07","0.07","0.07"
"832","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","","",""
"834","","","","","","","0.15","0.15","0.15","","","","","","","","","","","","","","",""
"838","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"839","","","","","","","","","","0.13","0.13","0.13","","","","","","","","","","","",""
"845","","","","","","","","","","","","","","","","0.15","0.15","0.15","","","","","",""
"846","","","","","","","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"847","0.29","0.29","0.29","","","","","","","","","","","","","","","","","","","","",""
"848","","","","","","","","","","0.14","0.14","0.14","0.26","0.26","0.26","","","","","","","","",""
"849","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"851","","","","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"852","","","","","","","","","","","","","","","","0.16","0.16","0.16","","","","","",""
"853","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"854","","","","","","","0.15","0.15","0.15","","","","","","","","","","","","","","",""
"855","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"864","0.26","0.26","0.26","","","","","","","","","","","","","","","","","","","0.07","0.07","0.07"
"865","","","","","","","","","","0.14","0.14","0.14","0.23","0.23","0.23","0.17","0.17","0.17","","","","","",""
"871","","","","","","","","","","","","","","","","","","","","","","0.08","0.08","0.08"
"872","","","","0.15","0.15","0.15","","","","","","","","","","0.16","0.16","0.16","0.24","0.24","0.24","","",""
"874","","","","","","","0.13","0.13","0.13","","","","0.24","0.24","0.24","","","","","","","","",""
"876","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"881","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"882","","","","","","","","","","0.14","0.14","0.14","","","","","","","","","","","",""
"883","","","","","","","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"884","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"885","","","","","","","","","","","","","","","","0.18","0.18","0.18","","","","","",""
"889","","","","","","","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"891","","","","","","","","","","0.14","0.14","0.14","","","","","","","","","","0.09","0.09","0.09"
"894","","","","","","","0.1","0.1","0.1","","","","","","","","","","","","","","",""
"895","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"898","0.29","0.29","0.29","","","","","","","","","","","","","0.18","0.18","0.18","0.25","0.25","0.25","","",""
"899","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"900","","","","","","","","","","","","","0.24","0.24","0.24","","","","","","","","",""
"904","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"905","","","","","","","","","","","","","","","","0.19","0.19","0.19","","","","","",""
"908","","","","","","","","","","0.17","0.17","0.17","","","","","","","","","","","",""
"914","","","","","","","0.09","0.09","0.09","","","","","","","","","","","","","","",""
"915","0.29","0.29","0.29","","","","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"917","","","","","","","","","","0.16","0.16","0.16","0.26","0.26","0.26","","","","","","","0.1","0.1","0.1"
"918","","","","0.15","0.15","0.15","","","","","","","","","","0.19","0.19","0.19","","","","","",""
"922","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"924","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","0.11","0.11","0.11"
"925","","","","","","","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"926","","","","","","","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"932","0.26","0.26","0.26","","","","","","","","","","","","","","","","","","","","",""
"934","","","","","","","0.11","0.11","0.11","0.16","0.16","0.16","","","","","","","","","","","",""
"935","","","","","","","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"937","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"938","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"941","","","","0.14","0.14","0.14","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"943","","","","","","","","","","0.16","0.16","0.16","","","","","","","","","","","",""
"945","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"949","0.25","0.25","0.25","","","","","","","","","","","","","","","","","","","","",""
"950","","","","","","","","","","","","","","","","","","","0.26","0.26","0.26","0.12","0.12","0.12"
"951","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"952","","","","","","","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"954","","","","","","","0.1","0.1","0.1","","","","","","","","","","","","","","",""
"957","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"958","","","","","","","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"960","","","","","","","","","","0.16","0.16","0.16","","","","","","","","","","","",""
"964","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"966","0.25","0.25","0.25","","","","","","","","","","","","","","","","","","","","",""
"967","","","","","","","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"968","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"969","","","","","","","","","","0.17","0.17","0.17","0.28","0.28","0.28","","","","","","","","",""
"970","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"971","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"974","","","","","","","0.1","0.1","0.1","","","","","","","","","","","","","","",""
"976","","","","","","","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"978","","","","","","","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"983","0.27","0.27","0.27","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"984","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"986","","","","","","","","","","0.18","0.18","0.18","","","","","","","","","","","",""
"987","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"991","","","","0.14","0.14","0.14","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"993","","","","","","","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"994","","","","","","","0.1","0.1","0.1","","","","","","","","","","","","","","",""
"995","","","","","","","","","","0.17","0.17","0.17","0.27","0.27","0.27","","","","","","","","",""
"996","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"998","","","","","","","","","","","","","","","","0.28","0.28","0.28","","","","","",""
"1000","0.28","0.28","0.28","","","","","","","","","","","","","","","","","","","","",""
"1002","","","","","","","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"1003","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"1004","","","","","","","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"1010","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"1011","","","","","","","","","","","","","","","","0.28","0.28","0.28","","","","","",""
"1012","","","","","","","","","","0.17","0.17","0.17","","","","","","","","","","","",""
"1014","","","","0.13","0.13","0.13","0.14","0.14","0.14","","","","","","","","","","","","","","",""
"1016","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"1017","0.27","0.27","0.27","","","","","","","","","","","","","","","","","","","","",""
"1019","","","","","","","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"1021","","","","","","","","","","0.17","0.17","0.17","0.29","0.29","0.29","","","","","","","","",""
"1024","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
