"Step","avid-monkey-10 - global_step","avid-monkey-10 - global_step__MIN","avid-monkey-10 - global_step__MAX","rose-cosmos-9 - global_step","rose-cosmos-9 - global_step__MIN","rose-cosmos-9 - global_step__MAX","noble-bee-8 - global_step","noble-bee-8 - global_step__MIN","noble-bee-8 - global_step__MAX","ruby-bee-6 - global_step","ruby-bee-6 - global_step__MIN","ruby-bee-6 - global_step__MAX","eager-snow-5 - global_step","eager-snow-5 - global_step__MIN","eager-snow-5 - global_step__MAX","comfy-terrain-4 - global_step","comfy-terrain-4 - global_step__MIN","comfy-terrain-4 - global_step__MAX","jumping-dew-3 - global_step","jumping-dew-3 - global_step__MIN","jumping-dew-3 - global_step__MAX","solar-fire-2 - global_step","solar-fire-2 - global_step__MIN","solar-fire-2 - global_step__MAX"
"29020","","","","","","","","","","909176","909176","909176","","","","","","","","","","","",""
"29021","","","","","","","","","","909176","909176","909176","621638","621638","621638","","","","","","","","",""
"29022","","","","","","","","","","","","","","","","","","","877000","877000","877000","","",""
"29024","","","","","","","","","","","","","621820","621820","621820","","","","877130","877130","877130","","",""
"29028","","","","","","","","","","909328","909328","909328","","","","","","","","","","","",""
"29029","","","","","","","","","","909328","909328","909328","","","","","","","","","","","",""
"29030","","","","","","","","","","","","","621820","621820","621820","","","","","","","","",""
"29032","","","","","","","","","","909328","909328","909328","621991","621991","621991","","","","","","","","",""
"29033","","","","","","","","","","","","","621991","621991","621991","","","","","","","","",""
"29034","","","","","","","","","","909328","909328","909328","","","","","","","","","","","",""
"29035","","","","","","","","","","909513","909513","909513","","","","","","","","","","","",""
"29036","","","","","","","","","","","","","621991","621991","621991","","","","","","","","",""
"29044","","","","","","","","","","909790","909790","909790","","","","","","","","","","","",""
"29046","","","","","","","","","","","","","622000","622000","622000","","","","","","","","",""
"29047","","","","","","","","","","","","","622000","622000","622000","","","","","","","","",""
"29049","","","","","","","","","","","","","622148","622148","622148","","","","","","","","",""
"29050","","","","","","","","","","909790","909790","909790","","","","","","","","","","","",""
"29051","","","","","","","","","","","","","622148","622148","622148","","","","","","","","",""
"29052","","","","","","","","","","","","","","","","","","","877670","877670","877670","","",""
"29053","","","","","","","","","","910000","910000","910000","","","","","","","877670","877670","877670","","",""
"29056","","","","","","","","","","910000","910000","910000","622148","622148","622148","","","","","","","","",""
"29058","","","","","","","","","","","","","622324","622324","622324","","","","877670","877670","877670","","",""
"29059","","","","","","","","","","","","","","","","","","","877670","877670","877670","","",""
"29060","","","","","","","","","","910000","910000","910000","622324","622324","622324","","","","","","","","",""
"29061","","","","","","","","","","","","","","","","","","","877911","877911","877911","","",""
"29063","","","","","","","","","","","","","622324","622324","622324","","","","","","","","",""
"29065","","","","","","","","","","910020","910020","910020","","","","","","","","","","","",""
"29066","","","","","","","","","","910020","910020","910020","","","","","","","","","","","",""
"29071","","","","","","","","","","","","","622503","622503","622503","","","","878000","878000","878000","","",""
"29072","","","","","","","","","","910188","910188","910188","","","","","","","","","","","",""
"29073","","","","","","","","","","910188","910188","910188","","","","","","","","","","","",""
"29074","","","","","","","","","","","","","622503","622503","622503","","","","","","","","",""
"29075","","","","","","","","","","","","","622753","622753","622753","","","","","","","","",""
"29078","","","","","","","","","","","","","622753","622753","622753","","","","","","","","",""
"29079","","","","","","","","","","910482","910482","910482","","","","","","","","","","","",""
"29081","","","","","","","","","","","","","","","","","","","878087","878087","878087","","",""
"29082","","","","","","","","","","910482","910482","910482","","","","","","","","","","","",""
"29083","","","","","","","","","","","","","","","","","","","878087","878087","878087","","",""
"29084","","","","","","","","","","910482","910482","910482","","","","","","","","","","","",""
"29086","","","","","","","","","","","","","622925","622925","622925","","","","","","","","",""
"29089","","","","","","","","","","910689","910689","910689","","","","","","","","","","","",""
"29090","","","","","","","","","","910689","910689","910689","","","","","","","878353","878353","878353","","",""
"29091","","","","","","","","","","910689","910689","910689","","","","","","","","","","","",""
"29093","","","","","","","","","","","","","","","","","","","878353","878353","878353","","",""
"29094","","","","","","","","","","910689","910689","910689","","","","","","","878353","878353","878353","","",""
"29095","","","","","","","","","","","","","","","","","","","878553","878553","878553","","",""
"29096","","","","","","","","","","910689","910689","910689","","","","","","","","","","","",""
"29098","","","","","","","","","","910898","910898","910898","623000","623000","623000","","","","","","","","",""
"29099","","","","","","","","","","910898","910898","910898","","","","","","","","","","","",""
"29100","","","","","","","","","","910898","910898","910898","","","","","","","878553","878553","878553","","",""
"29101","","","","","","","","","","910898","910898","910898","","","","","","","878553","878553","878553","","",""
"29102","","","","","","","","","","","","","","","","","","","878553","878553","878553","","",""
"29104","","","","","","","","","","910898","910898","910898","623099","623099","623099","","","","","","","","",""
"29106","","","","","","","","","","","","","","","","","","","878780","878780","878780","","",""
"29108","","","","","","","","","","911000","911000","911000","","","","","","","878780","878780","878780","","",""
"29109","","","","","","","","","","","","","623099","623099","623099","","","","878780","878780","878780","","",""
"29110","","","","","","","","","","","","","623306","623306","623306","","","","","","","","",""
"29115","","","","","","","","","","911095","911095","911095","","","","","","","","","","","",""
"29117","","","","","","","","","","911095","911095","911095","","","","","","","878968","878968","878968","","",""
"29118","","","","","","","","","","911095","911095","911095","","","","","","","","","","","",""
"29119","","","","","","","","","","911095","911095","911095","","","","","","","","","","","",""
"29120","","","","","","","","","","","","","","","","","","","878968","878968","878968","","",""
"29121","","","","","","","","","","","","","","","","","","","878968","878968","878968","","",""
"29122","","","","","","","","","","","","","623488","623488","623488","","","","879000","879000","879000","","",""
"29126","","","","","","","","","","911276","911276","911276","","","","","","","","","","","",""
"29127","","","","","","","","","","","","","623488","623488","623488","","","","","","","","",""
"29128","","","","","","","","","","","","","","","","","","","879000","879000","879000","","",""
"29130","","","","","","","","","","","","","623652","623652","623652","","","","879200","879200","879200","","",""
"29131","","","","","","","","","","911276","911276","911276","623652","623652","623652","","","","","","","","",""
"29132","","","","","","","","","","","","","","","","","","","879200","879200","879200","","",""
"29134","","","","","","","","","","","","","","","","","","","879200","879200","879200","","",""
"29135","","","","","","","","","","911543","911543","911543","","","","","","","","","","","",""
"29136","","","","","","","","","","","","","","","","","","","879200","879200","879200","","",""
"29138","","","","","","","","","","911543","911543","911543","","","","","","","","","","","",""
"29139","","","","","","","","","","","","","623812","623812","623812","","","","879359","879359","879359","","",""
"29140","","","","","","","","","","","","","","","","","","","879359","879359","879359","","",""
"29142","","","","","","","","","","911828","911828","911828","","","","","","","","","","","",""
"29143","","","","","","","","","","911828","911828","911828","623812","623812","623812","","","","","","","","",""
"29144","","","","","","","","","","","","","623812","623812","623812","","","","","","","","",""
"29145","","","","","","","","","","","","","623812","623812","623812","","","","","","","","",""
"29147","","","","","","","","","","911828","911828","911828","623970","623970","623970","","","","879359","879359","879359","","",""
"29148","","","","","","","","","","911828","911828","911828","","","","","","","","","","","",""
"29149","","","","","","","","","","911828","911828","911828","","","","","","","","","","","",""
"29152","","","","","","","","","","912000","912000","912000","","","","","","","","","","","",""
"29153","","","","","","","","","","","","","623970","623970","623970","","","","879591","879591","879591","","",""
"29154","","","","","","","","","","912000","912000","912000","","","","","","","879591","879591","879591","","",""
"29155","","","","","","","","","","912000","912000","912000","","","","","","","","","","","",""
"29157","","","","","","","","","","","","","624000","624000","624000","","","","879776","879776","879776","","",""
"29159","","","","","","","","","","","","","624000","624000","624000","","","","879776","879776","879776","","",""
"29167","","","","","","","","","","912248","912248","912248","","","","","","","","","","","",""
"29168","","","","","","","","","","912248","912248","912248","624176","624176","624176","","","","879951","879951","879951","","",""
"29169","","","","","","","","","","","","","","","","","","","879951","879951","879951","","",""
"29171","","","","","","","","","","912248","912248","912248","","","","","","","","","","","",""
"29172","","","","","","","","","","","","","","","","","","","879951","879951","879951","","",""
"29174","","","","","","","","","","","","","","","","","","","879951","879951","879951","","",""
"29175","","","","","","","","","","912248","912248","912248","","","","","","","","","","","",""
"29177","","","","","","","","","","","","","624349","624349","624349","","","","","","","","",""
"29178","","","","","","","","","","","","","","","","","","","880000","880000","880000","","",""
"29180","","","","","","","","","","","","","","","","","","","880000","880000","880000","","",""
"29181","","","","","","","","","","912479","912479","912479","","","","","","","","","","","",""
"29183","","","","","","","","","","912479","912479","912479","","","","","","","","","","","",""
"29184","","","","","","","","","","","","","624516","624516","624516","","","","880229","880229","880229","","",""
"29186","","","","","","","","","","912657","912657","912657","","","","","","","880229","880229","880229","","",""
"29188","","","","","","","","","","","","","","","","","","","880229","880229","880229","","",""
"29189","","","","","","","","","","912657","912657","912657","624516","624516","624516","","","","","","","","",""
"29193","","","","","","","","","","","","","","","","","","","880463","880463","880463","","",""
"29194","","","","","","","","","","912863","912863","912863","","","","","","","","","","","",""
"29195","","","","","","","","","","","","","624720","624720","624720","","","","","","","","",""
"29197","","","","","","","","","","","","","","","","","","","880463","880463","880463","","",""
"29200","","","","","","","","","","912863","912863","912863","624884","624884","624884","","","","","","","","",""
"29202","","","","","","","","","","912863","912863","912863","","","","","","","","","","","",""
"29203","","","","","","","","","","","","","624884","624884","624884","","","","","","","","",""
"29204","","","","","","","","","","","","","624884","624884","624884","","","","","","","","",""
"29205","","","","","","","","","","","","","","","","","","","880642","880642","880642","","",""
"29206","","","","","","","","","","","","","624884","624884","624884","","","","","","","","",""
"29207","","","","","","","","","","913000","913000","913000","624884","624884","624884","","","","","","","","",""
"29208","","","","","","","","","","913000","913000","913000","","","","","","","","","","","",""
"29210","","","","","","","","","","913000","913000","913000","","","","","","","","","","","",""
"29214","","","","","","","","","","","","","","","","","","","880805","880805","880805","","",""
"29220","","","","","","","","","","","","","625052","625052","625052","","","","","","","","",""
"29221","","","","","","","","","","","","","625052","625052","625052","","","","","","","","",""
"29222","","","","","","","","","","913375","913375","913375","","","","","","","","","","","",""
"29223","","","","","","","","","","913375","913375","913375","625052","625052","625052","","","","","","","","",""
"29224","","","","","","","","","","913375","913375","913375","","","","","","","","","","","",""
"29225","","","","","","","","","","","","","","","","","","","880965","880965","880965","","",""
"29227","","","","","","","","","","913375","913375","913375","","","","","","","880965","880965","880965","","",""
"29228","","","","","","","","","","913375","913375","913375","","","","","","","","","","","",""
"29230","","","","","","","","","","","","","625267","625267","625267","","","","881000","881000","881000","","",""
"29231","","","","","","","","","","913679","913679","913679","","","","","","","881000","881000","881000","","",""
"29233","","","","","","","","","","913679","913679","913679","","","","","","","881000","881000","881000","","",""
"29234","","","","","","","","","","","","","625482","625482","625482","","","","","","","","",""
"29235","","","","","","","","","","913679","913679","913679","","","","","","","","","","","",""
"29236","","","","","","","","","","","","","625482","625482","625482","","","","","","","","",""
"29238","","","","","","","","","","913866","913866","913866","","","","","","","","","","","",""
"29239","","","","","","","","","","","","","625482","625482","625482","","","","","","","","",""
"29240","","","","","","","","","","913866","913866","913866","","","","","","","","","","","",""
"29241","","","","","","","","","","913866","913866","913866","","","","","","","881204","881204","881204","","",""
"29247","","","","","","","","","","","","","625778","625778","625778","","","","","","","","",""
"29248","","","","","","","","","","","","","625778","625778","625778","","","","","","","","",""
"29250","","","","","","","","","","914000","914000","914000","","","","","","","","","","","",""
"29251","","","","","","","","","","","","","625778","625778","625778","","","","","","","","",""
"29257","","","","","","","","","","914041","914041","914041","","","","","","","","","","","",""
"29259","","","","","","","","","","","","","","","","","","","881616","881616","881616","","",""
"29260","","","","","","","","","","914041","914041","914041","","","","","","","","","","","",""
"29264","","","","","","","","","","","","","","","","","","","881822","881822","881822","","",""
"29265","","","","","","","","","","","","","626015","626015","626015","","","","881822","881822","881822","","",""
"29268","","","","","","","","","","","","","","","","","","","881822","881822","881822","","",""
"29269","","","","","","","","","","914217","914217","914217","","","","","","","","","","","",""
"29270","","","","","","","","","","914217","914217","914217","626176","626176","626176","","","","881822","881822","881822","","",""
"29271","","","","","","","","","","914217","914217","914217","","","","","","","","","","","",""
"29275","","","","","","","","","","","","","626176","626176","626176","","","","","","","","",""
"29276","","","","","","","","","","914426","914426","914426","626176","626176","626176","","","","882000","882000","882000","","",""
"29278","","","","","","","","","","914426","914426","914426","626402","626402","626402","","","","882000","882000","882000","","",""
"29279","","","","","","","","","","","","","","","","","","","882000","882000","882000","","",""
"29280","","","","","","","","","","","","","626402","626402","626402","","","","","","","","",""
"29282","","","","","","","","","","914602","914602","914602","","","","","","","","","","","",""
"29283","","","","","","","","","","914602","914602","914602","","","","","","","","","","","",""
"29284","","","","","","","","","","","","","626402","626402","626402","","","","","","","","",""
"29285","","","","","","","","","","914602","914602","914602","","","","","","","","","","","",""
"29286","","","","","","","","","","914602","914602","914602","626402","626402","626402","","","","","","","","",""
"29288","","","","","","","","","","","","","626553","626553","626553","","","","","","","","",""
"29290","","","","","","","","","","","","","626553","626553","626553","","","","","","","","",""
"29291","","","","","","","","","","914926","914926","914926","","","","","","","","","","","",""
"29292","","","","","","","","","","914926","914926","914926","","","","","","","","","","","",""
"29293","","","","","","","","","","","","","626553","626553","626553","","","","","","","","",""
"29297","","","","","","","","","","914926","914926","914926","","","","","","","","","","","",""
"29298","","","","","","","","","","914926","914926","914926","","","","","","","","","","","",""
"29299","","","","","","","","","","914926","914926","914926","","","","","","","","","","","",""
"29301","","","","","","","","","","915000","915000","915000","","","","","","","882464","882464","882464","","",""
"29302","","","","","","","","","","915000","915000","915000","","","","","","","","","","","",""
"29303","","","","","","","","","","","","","626738","626738","626738","","","","","","","","",""
"29305","","","","","","","","","","","","","626918","626918","626918","","","","","","","","",""
"29306","","","","","","","","","","915000","915000","915000","","","","","","","","","","","",""
"29309","","","","","","","","","","915095","915095","915095","626918","626918","626918","","","","882720","882720","882720","","",""
"29310","","","","","","","","","","","","","","","","","","","882720","882720","882720","","",""
"29312","","","","","","","","","","","","","626918","626918","626918","","","","","","","","",""
"29313","","","","","","","","","","","","","","","","","","","882720","882720","882720","","",""
"29314","","","","","","","","","","","","","","","","","","","882720","882720","882720","","",""
"29315","","","","","","","","","","915095","915095","915095","","","","","","","","","","","",""
"29316","","","","","","","","","","915095","915095","915095","","","","","","","","","","","",""
"29318","","","","","","","","","","","","","627000","627000","627000","","","","","","","","",""
"29319","","","","","","","","","","915276","915276","915276","","","","","","","","","","","",""
"29320","","","","","","","","","","915276","915276","915276","","","","","","","","","","","",""
"29324","","","","","","","","","","915276","915276","915276","","","","","","","883143","883143","883143","","",""
"29325","","","","","","","","","","915276","915276","915276","627102","627102","627102","","","","","","","","",""
"29326","","","","","","","","","","915435","915435","915435","","","","","","","","","","","",""
"29328","","","","","","","","","","","","","627102","627102","627102","","","","","","","","",""
"29329","","","","","","","","","","","","","627102","627102","627102","","","","","","","","",""
"29330","","","","","","","","","","","","","627102","627102","627102","","","","","","","","",""
"29331","","","","","","","","","","915435","915435","915435","","","","","","","","","","","",""
"29332","","","","","","","","","","","","","","","","","","","883143","883143","883143","","",""
"29333","","","","","","","","","","","","","","","","","","","883396","883396","883396","","",""
"29334","","","","","","","","","","","","","","","","","","","883396","883396","883396","","",""
"29338","","","","","","","","","","915688","915688","915688","","","","","","","","","","","",""
"29339","","","","","","","","","","915688","915688","915688","","","","","","","","","","","",""
"29340","","","","","","","","","","915688","915688","915688","","","","","","","","","","","",""
"29341","","","","","","","","","","","","","627529","627529","627529","","","","","","","","",""
"29342","","","","","","","","","","915688","915688","915688","627529","627529","627529","","","","","","","","",""
"29343","","","","","","","","","","","","","627529","627529","627529","","","","","","","","",""
"29344","","","","","","","","","","","","","627529","627529","627529","","","","","","","","",""
"29346","","","","","","","","","","915859","915859","915859","","","","","","","","","","","",""
"29349","","","","","","","","","","915859","915859","915859","","","","","","","","","","","",""
"29350","","","","","","","","","","915859","915859","915859","","","","","","","","","","","",""
"29351","","","","","","","","","","915859","915859","915859","","","","","","","","","","","",""
"29352","","","","","","","","","","","","","","","","","","","883786","883786","883786","","",""
"29353","","","","","","","","","","","","","627783","627783","627783","","","","","","","","",""
"29354","","","","","","","","","","916000","916000","916000","","","","","","","883786","883786","883786","","",""
"29355","","","","","","","","","","916000","916000","916000","","","","","","","","","","","",""
"29357","","","","","","","","","","916000","916000","916000","","","","","","","883786","883786","883786","","",""
"29359","","","","","","","","","","","","","","","","","","","883786","883786","883786","","",""
"29361","","","","","","","","","","916136","916136","916136","","","","","","","884000","884000","884000","","",""
"29364","","","","","","","","","","","","","627945","627945","627945","","","","","","","","",""
"29365","","","","","","","","","","","","","","","","","","","884000","884000","884000","","",""
"29366","","","","","","","","","","916136","916136","916136","","","","","","","884000","884000","884000","","",""
"29369","","","","","","","","","","","","","628000","628000","628000","","","","","","","","",""
"29370","","","","","","","","","","916477","916477","916477","","","","","","","","","","","",""
"29371","","","","","","","","","","","","","","","","","","","884000","884000","884000","","",""
"29372","","","","","","","","","","916477","916477","916477","","","","","","","","","","","",""
"29375","","","","","","","","","","916477","916477","916477","","","","","","","","","","","",""
"29378","","","","","","","","","","","","","628117","628117","628117","","","","","","","","",""
"29382","","","","","","","","","","","","","","","","","","","884381","884381","884381","","",""
"29385","","","","","","","","","","","","","","","","","","","884381","884381","884381","","",""
"29387","","","","","","","","","","","","","","","","","","","884381","884381","884381","","",""
"29388","","","","","","","","","","","","","628288","628288","628288","","","","","","","","",""
"29389","","","","","","","","","","916835","916835","916835","","","","","","","","","","","",""
"29390","","","","","","","","","","","","","","","","","","","884577","884577","884577","","",""
"29391","","","","","","","","","","916835","916835","916835","","","","","","","","","","","",""
"29392","","","","","","","","","","916835","916835","916835","","","","","","","","","","","",""
"29394","","","","","","","","","","","","","","","","","","","884577","884577","884577","","",""
"29396","","","","","","","","","","916835","916835","916835","","","","","","","","","","","",""
"29398","","","","","","","","","","917000","917000","917000","","","","","","","","","","","",""
"29399","","","","","","","","","","","","","","","","","","","884746","884746","884746","","",""
"29403","","","","","","","","","","917000","917000","917000","","","","","","","","","","","",""
"29406","","","","","","","","","","","","","628735","628735","628735","","","","884746","884746","884746","","",""
"29407","","","","","","","","","","917176","917176","917176","","","","","","","","","","","",""
"29410","","","","","","","","","","917176","917176","917176","","","","","","","885000","885000","885000","","",""
"29411","","","","","","","","","","917176","917176","917176","","","","","","","","","","","",""
"29412","","","","","","","","","","917176","917176","917176","","","","","","","","","","","",""
"29413","","","","","","","","","","917176","917176","917176","","","","","","","","","","","",""
"29414","","","","","","","","","","917332","917332","917332","","","","","","","","","","","",""
"29416","","","","","","","","","","","","","","","","","","","885002","885002","885002","","",""
"29420","","","","","","","","","","917332","917332","917332","","","","","","","","","","","",""
"29425","","","","","","","","","","","","","629000","629000","629000","","","","","","","","",""
"29427","","","","","","","","","","917542","917542","917542","","","","","","","","","","","",""
"29428","","","","","","","","","","","","","","","","","","","885179","885179","885179","","",""
"29432","","","","","","","","","","917757","917757","917757","","","","","","","","","","","",""
"29433","","","","","","","","","","917757","917757","917757","","","","","","","","","","","",""
"29435","","","","","","","","","","","","","","","","","","","885354","885354","885354","","",""
"29436","","","","","","","","","","","","","","","","","","","885354","885354","885354","","",""
"29437","","","","","","","","","","917757","917757","917757","","","","","","","","","","","",""
"29439","","","","","","","","","","917757","917757","917757","","","","","","","","","","","",""
"29440","","","","","","","","","","","","","","","","","","","885354","885354","885354","","",""
"29441","","","","","","","","","","917920","917920","917920","","","","","","","","","","","",""
"29442","","","","","","","","","","917920","917920","917920","","","","","","","","","","","",""
"29444","","","","","","","","","","917920","917920","917920","629391","629391","629391","","","","885603","885603","885603","","",""
"29445","","","","","","","","","","","","","","","","","","","885603","885603","885603","","",""
"29446","","","","","","","","","","","","","629571","629571","629571","","","","","","","","",""
"29447","","","","","","","","","","917920","917920","917920","","","","","","","885603","885603","885603","","",""
"29448","","","","","","","","","","","","","629571","629571","629571","","","","","","","","",""
"29449","","","","","","","","","","","","","","","","","","","885603","885603","885603","","",""
"29451","","","","","","","","","","918000","918000","918000","629571","629571","629571","","","","885603","885603","885603","","",""
"29452","","","","","","","","","","918000","918000","918000","","","","","","","885962","885962","885962","","",""
"29453","","","","","","","","","","918000","918000","918000","","","","","","","","","","","",""
"29455","","","","","","","","","","918000","918000","918000","","","","","","","","","","","",""
"29456","","","","","","","","","","918000","918000","918000","","","","","","","","","","","",""
"29457","","","","","","","","","","918000","918000","918000","","","","","","","","","","","",""
"29460","","","","","","","","","","918184","918184","918184","","","","","","","","","","","",""
"29461","","","","","","","","","","918184","918184","918184","","","","","","","886000","886000","886000","","",""
"29463","","","","","","","","","","918184","918184","918184","","","","","","","886000","886000","886000","","",""
"29466","","","","","","","","","","918184","918184","918184","","","","","","","","","","","",""
"29467","","","","","","","","","","918350","918350","918350","","","","","","","","","","","",""
"29468","","","","","","","","","","918350","918350","918350","","","","","","","","","","","",""
"29469","","","","","","","","","","","","","","","","","","","886136","886136","886136","","",""
"29470","","","","","","","","","","","","","","","","","","","886136","886136","886136","","",""
"29471","","","","","","","","","","918350","918350","918350","","","","","","","","","","","",""
"29473","","","","","","","","","","918350","918350","918350","","","","","","","886136","886136","886136","","",""
"29476","","","","","","","","","","918559","918559","918559","","","","","","","886136","886136","886136","","",""
"29477","","","","","","","","","","918559","918559","918559","","","","","","","","","","","",""
"29478","","","","","","","","","","918559","918559","918559","","","","","","","","","","","",""
"29482","","","","","","","","","","918559","918559","918559","","","","","","","","","","","",""
"29483","","","","","","","","","","918559","918559","918559","","","","","","","","","","","",""
"29484","","","","","","","","","","918559","918559","918559","","","","","","","886348","886348","886348","","",""
"29486","","","","","","","","","","918729","918729","918729","","","","","","","","","","","",""
"29488","","","","","","","","","","918729","918729","918729","","","","","","","","","","","",""
"29495","","","","","","","","","","918916","918916","918916","","","","","","","","","","","",""
"29496","","","","","","","","","","918916","918916","918916","","","","","","","886782","886782","886782","","",""
"29498","","","","","","","","","","","","","630261","630261","630261","","","","","","","","",""
"29499","","","","","","","","","","918916","918916","918916","630494","630494","630494","","","","","","","","",""
"29500","","","","","","","","","","918916","918916","918916","","","","","","","","","","","",""
"29501","","","","","","","","","","","","","","","","","","","886782","886782","886782","","",""
"29503","","","","","","","","","","","","","630494","630494","630494","","","","","","","","",""
"29506","","","","","","","","","","919000","919000","919000","","","","","","","","","","","",""
"29507","","","","","","","","","","919000","919000","919000","","","","","","","886975","886975","886975","","",""
"29511","","","","","","","","","","919095","919095","919095","","","","","","","","","","","",""
"29515","","","","","","","","","","919095","919095","919095","","","","","","","","","","","",""
"29518","","","","","","","","","","919095","919095","919095","","","","","","","","","","","",""
"29519","","","","","","","","","","","","","630927","630927","630927","","","","","","","","",""
"29520","","","","","","","","","","","","","630927","630927","630927","","","","","","","","",""
"29522","","","","","","","","","","919248","919248","919248","","","","","","","","","","","",""
"29523","","","","","","","","","","919248","919248","919248","","","","","","","","","","","",""
"29524","","","","","","","","","","919248","919248","919248","","","","","","","","","","","",""
"29525","","","","","","","","","","919248","919248","919248","","","","","","","","","","","",""
"29531","","","","","","","","","","919425","919425","919425","","","","","","","","","","","",""
"29532","","","","","","","","","","919425","919425","919425","","","","","","","887370","887370","887370","","",""
"29534","","","","","","","","","","919425","919425","919425","","","","","","","","","","","",""
"29539","","","","","","","","","","919666","919666","919666","","","","","","","","","","","",""
"29541","","","","","","","","","","","","","631139","631139","631139","","","","","","","","",""
"29542","","","","","","","","","","919666","919666","919666","","","","","","","","","","","",""
"29544","","","","","","","","","","919666","919666","919666","","","","","","","","","","","",""
"29545","","","","","","","","","","919666","919666","919666","","","","","","","","","","","",""
"29546","","","","","","","","","","","","","631294","631294","631294","","","","887530","887530","887530","","",""
"29550","","","","","","","","","","919844","919844","919844","","","","","","","","","","","",""
"29551","","","","","","","","","","919844","919844","919844","","","","","","","","","","","",""
"29554","","","","","","","","","","919844","919844","919844","631497","631497","631497","","","","887749","887749","887749","","",""
"29556","","","","","","","","","","920000","920000","920000","","","","","","","887749","887749","887749","","",""
"29557","","","","","","","","","","","","","631497","631497","631497","","","","","","","","",""
"29558","","","","","","","","","","920000","920000","920000","","","","","","","","","","","",""
"29559","","","","","","","","","","","","","631497","631497","631497","","","","","","","","",""
"29561","","","","","","","","","","","","","","","","","","","887923","887923","887923","","",""
"29562","","","","","","","","","","920000","920000","920000","","","","","","","887923","887923","887923","","",""
"29565","","","","","","","","","","920068","920068","920068","","","","","","","","","","","",""
"29566","","","","","","","","","","","","","","","","","","","887923","887923","887923","","",""
"29567","","","","","","","","","","920068","920068","920068","","","","","","","","","","","",""
"29568","","","","","","","","","","920068","920068","920068","","","","","","","888000","888000","888000","","",""
"29570","","","","","","","","","","","","","631882","631882","631882","","","","","","","","",""
"29571","","","","","","","","","","","","","","","","","","","888000","888000","888000","","",""
"29572","","","","","","","","","","","","","631882","631882","631882","","","","888000","888000","888000","","",""
"29573","","","","","","","","","","920320","920320","920320","631882","631882","631882","","","","888000","888000","888000","","",""
"29575","","","","","","","","","","920320","920320","920320","631882","631882","631882","","","","","","","","",""
"29576","","","","","","","","","","920320","920320","920320","","","","","","","","","","","",""
"29577","","","","","","","","","","","","","631882","631882","631882","","","","","","","","",""
"29579","","","","","","","","","","","","","","","","","","","888200","888200","888200","","",""
"29580","","","","","","","","","","","","","632000","632000","632000","","","","888200","888200","888200","","",""
"29581","","","","","","","","","","920320","920320","920320","","","","","","","","","","","",""
"29582","","","","","","","","","","","","","632000","632000","632000","","","","888200","888200","888200","","",""
"29583","","","","","","","","","","920490","920490","920490","","","","","","","","","","","",""
"29584","","","","","","","","","","","","","632000","632000","632000","","","","888447","888447","888447","","",""
"29586","","","","","","","","","","","","","","","","","","","888447","888447","888447","","",""
"29587","","","","","","","","","","920490","920490","920490","","","","","","","","","","","",""
"29591","","","","","","","","","","920759","920759","920759","","","","","","","888447","888447","888447","","",""
"29592","","","","","","","","","","","","","632045","632045","632045","","","","888447","888447","888447","","",""
"29594","","","","","","","","","","920759","920759","920759","","","","","","","","","","","",""
"29596","","","","","","","","","","","","","632223","632223","632223","","","","","","","","",""
"29597","","","","","","","","","","920759","920759","920759","632223","632223","632223","","","","","","","","",""
"29598","","","","","","","","","","920759","920759","920759","","","","","","","","","","","",""
"29599","","","","","","","","","","920759","920759","920759","","","","","","","888678","888678","888678","","",""
"29601","","","","","","","","","","920967","920967","920967","","","","","","","888678","888678","888678","","",""
"29602","","","","","","","","","","920967","920967","920967","","","","","","","","","","","",""
"29605","","","","","","","","","","920967","920967","920967","632394","632394","632394","","","","","","","","",""
"29606","","","","","","","","","","920967","920967","920967","","","","","","","888899","888899","888899","","",""
"29608","","","","","","","","","","","","","","","","","","","888899","888899","888899","","",""
"29612","","","","","","","","","","921000","921000","921000","","","","","","","","","","","",""
"29613","","","","","","","","","","","","","632394","632394","632394","","","","","","","","",""
"29614","","","","","","","","","","921000","921000","921000","","","","","","","","","","","",""
"29615","","","","","","","","","","921000","921000","921000","632554","632554","632554","","","","","","","","",""
"29616","","","","","","","","","","","","","","","","","","","889000","889000","889000","","",""
"29618","","","","","","","","","","","","","","","","","","","889000","889000","889000","","",""
"29619","","","","","","","","","","921179","921179","921179","","","","","","","","","","","",""
"29620","","","","","","","","","","921179","921179","921179","632554","632554","632554","","","","","","","","",""
"29622","","","","","","","","","","","","","632554","632554","632554","","","","","","","","",""
"29623","","","","","","","","","","","","","632798","632798","632798","","","","","","","","",""
"29627","","","","","","","","","","921410","921410","921410","632798","632798","632798","","","","889063","889063","889063","","",""
"29628","","","","","","","","","","","","","632798","632798","632798","","","","889508","889508","889508","","",""
"29632","","","","","","","","","","921410","921410","921410","","","","","","","","","","","",""
"29637","","","","","","","","","","921624","921624","921624","","","","","","","","","","","",""
"29638","","","","","","","","","","921624","921624","921624","","","","","","","","","","","",""
"29639","","","","","","","","","","921624","921624","921624","","","","","","","","","","","",""
"29641","","","","","","","","","","921624","921624","921624","","","","","","","","","","","",""
"29642","","","","","","","","","","921624","921624","921624","633000","633000","633000","","","","","","","","",""
"29643","","","","","","","","","","921624","921624","921624","633000","633000","633000","","","","","","","","",""
